date,AAPL,MSFT,JPM,BAC,XOM,CVX,KO,PEP,JNJ,PFE,WMT,TGT
2014-02-05,73.2271,35.82,55.21,16.4,89.58,109.52,37.61,79.42,87.28,30.65,72.87,55.07
2014-02-06,73.2156,36.18,56.48,16.69,89.8,111.27,38.03,79.39,88.75,30.84,72.82,55.86
2014-02-07,74.2399,36.56,56.62,16.82,90.58,112.05,37.95,80.22,90.04,31.22,73.75,56.33
2014-02-10,75.5699,36.8,56.74,16.72,89.52,111.69,38.57,80.6,91.07,31.47,73.76,56.51
2014-02-11,76.5656,37.175,57.43,16.88,90.84,113.58,38.64,81.25,92.97,31.88,74.8,57.14
2014-02-12,76.5599,37.47,57.52,16.75,91.08,112.03,38.51,81.49,92.42,31.61,74.96,56.95
2014-02-13,77.7756,37.61,58.03,16.75,91.43,112.51,38.65,79.69,92.56,31.7,75.36,56.86
2014-02-14,77.7128,37.62,58.15,16.7,94.11,113.48,38.93,78.09,92.76,31.94,75.79,56.06
2014-02-18,77.9985,37.42,58.49,16.47,94.07,112.71,37.47,78.18,92.17,31.88,75.33,56.39
2014-02-19,76.7671,37.51,57.26,16.2,93.95,113.6,37.1,77.1,91.64,31.48,74.85,57.31
2014-02-20,75.8785,37.75,57.58,16.3,95.37,114.6,37.3,78.01,92.38,31.55,73.52,56.62
2014-02-21,75.0356,37.98,57.61,16.29,95.03,112.68,37.18,78.22,91.52,31.46,73.12,56.24
2014-02-24,75.3642,37.69,58.03,16.53,96.44,114.15,37.5,78.88,91.11,31.99,73.35,56.14
2014-02-25,74.5799,37.54,57.03,16.34,96.31,114.97,37.77,79.23,91.11,31.89,73.35,56.51
2014-02-26,73.9071,37.47,56.75,16.33,95.79,115.51,37.87,78.65,91.11,31.99,74.78,60.49
2014-02-27,75.3814,37.86,56.69,16.49,95.84,115.69,38.07,79.07,91.36,32.23,74.56,60.66
2014-02-28,75.1771,38.31,56.82,16.53,96.27,115.33,38.2,80.07,92.12,32.11,74.7,62.54
2014-03-03,75.3942,37.78,56.21,16.3,95.5,114.84,38.12,79.52,91.56,31.98,74.12,61.96
2014-03-04,75.8914,38.41,57.26,16.73,96.52,115.32,38.31,80.85,93.34,32.69,75.13,61.33
2014-03-05,76.0514,38.11,58.16,17.25,93.8,114.43,38.35,81.11,92.59,32.75,74.8,60.6
2014-03-06,75.8214,38.15,58.9,17.35,93.76,114.85,38.47,81.33,92.89,32.46,74.88,60.74
2014-03-07,75.7771,37.9,59.4,17.33,94.99,115.08,38.55,81.56,93.32,32.43,74.58,60.75
2014-03-10,75.8456,37.82,59.2,17.47,95.5,115.84,38.65,81.73,93.45,32.39,74.43,61.16
2014-03-11,76.5842,38.02,58.19,17.27,94.01,114.51,38.8,82.81,93.49,32.42,74.92,60.94
2014-03-12,76.6585,38.27,57.92,17.28,94.21,115.65,38.47,82.15,93.6,31.98,75.53,61.1
2014-03-13,75.8071,37.89,57.42,17.16,93.64,114.45,37.97,81.8,93.0,31.12,74.93,59.73
2014-03-14,74.9556,37.7,56.8,16.8,93.47,114.1,38.17,81.0,92.81,31.23,74.28,59.36
2014-03-17,75.2485,38.05,57.58,17.11,94.32,115.07,38.27,82.05,93.93,31.42,74.68,59.67
2014-03-18,75.9142,39.55,58.06,17.19,94.71,116.24,38.4,81.95,93.94,31.93,74.77,59.72
2014-03-19,75.8942,39.27,58.3,17.44,93.73,115.2,38.14,81.37,93.59,31.71,74.38,59.48
2014-03-20,75.5285,40.33,60.11,17.92,94.58,115.51,38.45,81.86,94.12,31.91,75.38,59.7
2014-03-21,76.1242,40.16,60.17,17.56,94.31,115.63,38.44,82.14,95.93,32.18,76.1,59.45
2014-03-24,77.0271,40.5,61.07,17.37,94.64,115.85,38.4,81.89,95.2,31.49,76.76,59.46
2014-03-25,77.8556,40.34,60.93,17.21,94.91,117.09,38.62,82.4,97.38,31.82,76.87,59.06
2014-03-26,77.1114,39.79,59.9,17.18,94.7,117.71,38.61,82.87,97.05,32.18,76.23,59.2
2014-03-27,76.7799,39.36,59.92,17.01,96.24,117.67,38.82,82.54,97.28,32.1,76.14,59.74
2014-03-28,76.6942,40.3,60.04,16.98,97.7,118.5,38.95,82.95,97.44,31.88,76.01,59.98
2014-03-31,76.6771,40.99,60.71,17.2,97.68,118.91,38.66,83.5,98.23,32.12,76.43,60.51
2014-04-01,77.3785,41.42,60.67,17.34,97.73,119.0,38.41,82.88,97.94,31.95,76.77,60.57
2014-04-02,77.5071,41.35,60.48,17.23,97.95,119.35,38.33,82.73,98.23,32.29,77.18,60.89
2014-04-03,76.9699,41.01,60.66,17.15,97.93,119.04,38.07,82.91,98.26,32.4,77.46,61.72
2014-04-04,75.9742,39.87,59.81,16.72,97.36,118.8,38.22,82.59,98.42,32.16,77.31,61.14
2014-04-07,74.7814,39.8,59.0,16.38,96.78,117.34,38.62,83.91,97.89,31.2,77.31,60.5
2014-04-08,74.7771,39.82,58.85,16.44,97.45,117.8,38.9,83.47,98.06,30.87,78.18,61.5
2014-04-09,75.7599,40.47,59.27,16.62,97.33,119.1,38.99,83.91,98.95,31.23,77.97,61.21
2014-04-10,74.7828,39.36,57.4,16.12,96.78,116.69,38.89,83.62,96.54,30.61,76.89,59.67
2014-04-11,74.2299,39.209,55.3,15.77,96.72,117.03,38.63,83.15,96.87,29.86,76.5,58.9
2014-04-14,74.5256,39.18,54.96,16.0,97.86,118.7,38.73,83.55,97.14,29.87,77.38,59.42
2014-04-15,73.9942,39.75,54.8,16.39,98.68,120.3,40.18,83.96,99.2,29.89,76.88,59.48
2014-04-16,74.1442,40.4,55.26,16.13,99.94,121.83,40.59,84.77,98.75,30.09,77.22,59.91
2014-04-17,74.9914,40.01,55.22,16.15,100.42,123.68,40.72,85.55,98.96,30.25,77.66,60.0
2014-04-21,75.8814,39.94,55.03,16.09,100.93,124.24,40.75,85.91,100.0,30.86,77.6,59.76
2014-04-22,75.9569,39.99,55.81,16.29,100.37,124.0,40.71,85.14,100.18,31.0,77.56,60.32
2014-04-23,74.9642,39.69,56.05,16.37,100.5,124.69,40.73,85.41,100.22,30.92,78.04,60.74
2014-04-24,81.1099,39.86,56.19,16.34,100.01,124.3,40.7,85.52,99.96,30.71,78.31,61.45
2014-04-25,81.7056,39.91,55.7,15.95,100.41,123.99,41.01,85.25,99.79,30.75,78.62,61.26
2014-04-28,84.8699,40.87,55.49,14.95,101.17,125.73,41.03,86.82,101.34,32.04,79.76,62.18
2014-04-29,84.6185,40.51,56.1,15.24,101.45,125.97,40.57,85.76,101.03,31.76,79.67,61.97
2014-04-30,84.2985,40.4,55.98,15.14,102.41,125.52,40.79,85.89,101.29,31.28,79.71,61.75
2014-05-01,84.4971,40.0,55.72,15.09,101.41,124.94,40.78,85.57,100.53,31.15,79.7,61.74
2014-05-02,84.6542,39.69,55.58,15.25,102.01,124.72,40.95,85.52,99.31,30.75,79.12,62.01
2014-05-05,85.8513,39.43,54.22,15.08,102.91,125.36,40.76,85.91,100.0,29.96,78.62,59.87
2014-05-06,84.9156,39.06,53.34,14.73,102.67,124.97,40.49,85.37,99.51,29.43,78.01,57.64
2014-05-07,84.6185,39.425,54.05,14.8,103.11,126.23,40.91,86.8,100.91,29.02,77.96,58.13
2014-05-08,83.9985,39.64,54.36,14.93,102.32,125.09,40.73,86.66,100.5,29.17,78.69,58.32
2014-05-09,83.6488,39.54,54.01,14.74,101.95,125.03,40.87,87.17,100.91,29.03,79.2,59.13
2014-05-12,84.6899,39.97,54.65,15.07,102.23,125.24,40.82,86.93,100.52,29.13,79.15,59.64
2014-05-13,84.8228,40.42,54.62,15.03,102.36,125.85,41.11,87.23,101.02,29.2,79.14,59.56
2014-05-14,84.8385,40.24,54.36,14.84,102.29,126.42,40.89,86.84,100.87,29.1,78.74,59.27
2014-05-15,84.1171,39.6,53.51,14.55,100.78,123.81,40.52,85.74,100.69,29.06,76.83,58.18
2014-05-16,85.3585,39.83,53.31,14.51,100.74,123.18,40.89,86.54,100.58,29.12,77.01,58.64
2014-05-19,86.3699,39.75,53.83,14.67,100.87,122.95,40.71,86.1,100.64,29.28,76.61,58.29
2014-05-20,86.3871,39.68,53.72,14.53,100.67,122.5,40.58,85.65,100.25,29.25,75.69,56.61
2014-05-21,86.6156,40.35,54.12,14.61,102.03,124.16,40.87,86.1,101.14,29.57,75.66,57.2
2014-05-22,86.7528,40.1,54.55,14.71,101.5,123.63,40.58,85.58,100.96,29.66,75.39,55.99
2014-05-23,87.7328,40.12,54.53,14.72,101.32,123.37,40.58,85.83,100.98,29.49,75.61,55.69
2014-05-27,89.3756,40.19,55.14,15.22,101.36,122.84,40.77,86.53,100.81,29.61,75.59,55.77
2014-05-28,89.1442,40.01,55.45,15.14,101.06,122.52,40.58,87.07,100.3,29.61,75.53,55.34
2014-05-29,90.7685,40.34,55.72,15.15,101.27,122.32,40.66,87.73,100.76,29.6,75.98,55.88
2014-05-30,90.4285,40.94,55.57,15.14,100.53,122.79,40.91,88.33,101.46,29.63,76.77,56.76
2014-06-02,89.8071,40.79,55.35,15.26,99.94,122.21,40.86,87.87,102.17,29.71,76.76,56.49
2014-06-03,91.0771,40.29,55.6,15.21,100.39,122.55,40.88,88.22,102.46,29.59,76.71,56.79
2014-06-04,92.1171,40.32,55.68,15.21,100.04,122.35,40.79,87.43,102.68,29.64,77.13,57.18
2014-06-05,92.4785,41.21,56.63,15.43,100.55,123.52,40.89,87.76,103.22,29.76,77.32,57.49
2014-06-06,92.2242,41.48,56.97,15.59,101.6,124.19,40.99,87.91,103.18,29.42,77.21,57.68
2014-06-09,93.7,41.27,57.42,15.84,101.52,124.37,40.91,88.0,103.22,29.35,77.01,57.6
2014-06-10,94.25,41.11,57.9,15.92,101.46,125.34,41.07,88.42,104.1,29.5,76.62,56.86
2014-06-11,93.86,40.86,57.27,15.59,101.95,125.18,40.86,87.78,103.32,29.43,76.16,57.08
2014-06-12,92.29,40.58,57.04,15.42,101.66,126.11,40.42,87.22,102.53,29.45,75.73,57.24
2014-06-13,91.28,41.23,57.04,15.44,102.65,127.26,40.37,87.19,102.53,29.53,75.28,57.23
2014-06-16,92.2,41.5,56.87,15.28,102.92,128.54,40.66,87.55,102.45,29.61,75.34,57.74
2014-06-17,92.08,41.68,57.42,15.59,102.42,128.83,40.92,87.28,101.93,29.48,74.99,58.17
2014-06-18,92.18,41.65,57.78,15.65,102.73,130.28,41.56,88.9,102.81,29.71,75.7,58.7
2014-06-19,91.86,41.51,57.3,15.55,102.63,131.99,41.79,90.1,103.81,29.59,75.87,58.74
2014-06-20,90.91,41.68,57.55,15.45,103.83,132.34,41.69,89.1,105.27,29.78,75.68,58.29
2014-06-23,90.83,41.99,58.19,15.64,104.38,132.98,41.73,88.39,104.75,29.45,75.79,58.42
2014-06-24,90.28,41.745,57.42,15.49,102.73,131.77,41.85,88.05,104.59,29.3,75.97,58.7
2014-06-25,90.36,42.03,57.53,15.47,102.14,131.23,41.96,88.58,105.76,29.8,75.62,58.06
2014-06-26,90.9,41.72,57.39,15.41,102.03,130.92,42.03,88.61,105.65,29.59,74.91,57.87
2014-06-27,91.98,42.25,57.53,15.33,101.21,130.36,42.19,88.76,104.99,29.67,75.34,58.12
2014-06-30,92.93,41.7,57.62,15.37,100.68,130.55,42.36,89.34,104.62,29.68,75.07,57.95
2014-07-01,93.52,41.87,57.57,15.6,101.36,130.54,42.29,89.13,105.87,30.08,75.28,58.37
2014-07-02,93.48,41.9,56.97,15.85,101.57,130.23,42.29,89.67,105.86,30.37,75.62,58.77
2014-07-03,94.03,41.8,57.05,16.03,102.59,131.19,42.23,90.02,105.42,30.53,75.75,59.51
2014-07-07,95.968,41.99,56.67,15.94,102.65,130.47,42.14,89.86,106.47,30.49,76.07,59.99
2014-07-08,95.35,41.78,55.76,15.58,102.83,129.9,41.94,89.73,105.72,30.15,76.65,59.8
2014-07-09,95.39,41.67,56.02,15.6,103.55,131.39,41.95,89.77,106.04,30.05,77.21,60.05
2014-07-10,95.035,41.685,55.56,15.44,102.57,130.25,42.26,90.1,105.8,30.0,77.06,59.93
2014-07-11,95.22,42.09,55.8,15.38,101.74,128.47,41.97,89.85,105.1,30.07,76.82,60.0
2014-07-14,96.45,42.14,56.29,15.57,102.68,129.26,42.38,91.08,105.38,30.24,76.55,60.18
2014-07-15,95.32,42.45,58.27,15.81,102.39,129.26,42.1,90.34,103.28,30.41,76.84,60.71
2014-07-16,94.78,44.08,58.71,15.51,103.77,130.89,42.12,90.5,102.22,30.96,76.86,60.14
2014-07-17,93.0899,44.53,57.86,15.2,102.31,130.08,42.02,89.99,100.37,30.73,76.61,59.72
2014-07-18,94.43,44.69,58.23,15.49,102.73,130.39,42.43,90.09,101.8,30.73,77.09,60.01
2014-07-21,93.939,44.835,58.24,15.52,103.08,131.29,42.4,89.91,101.27,30.35,76.77,59.3
2014-07-22,94.72,44.83,58.67,15.52,103.54,132.58,41.19,89.17,102.47,30.49,76.64,59.38
2014-07-23,97.19,44.87,59.0,15.52,104.25,133.88,40.81,90.82,102.19,30.39,76.99,60.73
2014-07-24,97.03,44.4,59.17,15.62,104.28,134.85,40.97,91.91,102.2,30.34,76.35,60.99
2014-07-25,97.671,44.5,59.01,15.59,103.18,133.57,41.0,91.55,102.11,30.19,75.97,60.39
2014-07-28,99.02,43.97,59.19,15.5,103.25,133.24,40.68,90.97,102.11,30.1,75.71,60.3
2014-07-29,98.38,43.885,58.64,15.34,103.55,132.42,40.35,90.14,101.96,29.73,75.44,61.1
2014-07-30,98.15,43.5785,58.91,15.58,103.25,132.53,39.62,88.91,102.3,29.26,74.78,61.38
2014-07-31,95.6,43.16,57.67,15.25,98.94,129.24,39.29,88.1,100.09,28.7,73.58,59.59
2014-08-01,96.13,42.86,56.48,14.98,98.8,127.9,39.4,89.69,99.9,28.86,73.54,60.7
2014-08-04,95.59,43.37,56.65,15.05,100.13,128.17,39.4,89.69,100.16,28.75,73.54,60.7
2014-08-05,95.12,43.08,56.06,15.0,98.2,124.96,39.18,89.2,99.82,28.41,73.34,58.03
2014-08-06,94.96,42.74,56.23,15.2,98.98,125.73,39.92,90.51,100.71,28.28,74.2,57.97
2014-08-07,94.48,43.23,55.91,15.12,98.27,125.65,39.35,89.9,99.93,28.04,73.95,57.5
2014-08-08,94.74,43.2,56.34,15.2,99.74,127.86,39.45,90.29,101.08,28.34,74.67,58.54
2014-08-11,95.99,43.2,56.32,15.22,98.73,127.71,39.57,91.79,101.16,28.25,74.36,58.36
2014-08-12,95.97,43.52,56.35,15.21,98.49,127.09,39.68,91.21,100.63,28.08,74.22,58.46
2014-08-13,97.24,44.08,56.72,15.25,99.09,127.6,39.94,91.74,101.74,28.21,74.03,58.26
2014-08-14,97.5,44.27,56.98,15.32,99.09,126.96,40.18,91.79,102.02,28.73,74.39,58.74
2014-08-15,97.98,44.79,56.75,15.22,99.03,126.1,40.88,91.85,101.17,28.64,73.9,58.2
2014-08-18,99.16,45.11,57.23,15.45,99.52,126.3,41.35,92.15,102.7,28.84,74.49,58.55
2014-08-19,100.53,45.33,57.56,15.45,99.49,127.63,41.26,91.86,102.96,28.94,74.88,59.25
2014-08-20,100.57,44.95,57.64,15.52,99.7,127.49,41.25,92.23,103.21,28.89,74.96,60.33
2014-08-21,100.58,45.22,58.5,16.16,99.28,127.93,41.41,92.05,104.19,28.82,75.55,61.07
2014-08-22,101.32,45.15,58.49,16.13,98.5,127.11,41.12,91.6,103.1,28.92,75.73,61.05
2014-08-25,101.54,45.17,59.34,16.29,98.75,127.84,41.41,92.75,103.23,28.91,75.69,60.98
2014-08-26,100.889,45.005,59.74,16.33,99.64,128.25,41.6,92.6,103.44,29.4,75.52,60.7
2014-08-27,102.13,44.87,59.59,16.2,99.53,128.64,41.6,92.23,103.22,29.49,75.85,60.79
2014-08-28,102.25,44.88,59.16,16.01,99.57,128.75,41.63,92.58,102.95,29.38,75.9,60.35
2014-08-29,102.5,45.43,59.45,16.09,99.46,129.45,41.72,92.49,103.73,29.39,75.5,60.07
2014-09-02,103.3,45.09,59.67,16.27,98.49,127.54,41.64,92.48,103.36,29.26,75.75,60.19
2014-09-03,98.94,44.96,59.7,16.1,99.11,127.86,41.78,92.75,103.76,29.4,76.01,60.39
2014-09-04,98.12,45.26,59.71,16.11,98.36,126.8,41.87,91.85,103.84,29.37,76.56,61.03
2014-09-05,98.97,45.91,59.91,16.02,99.26,127.4,41.84,91.75,104.42,29.65,77.51,61.08
2014-09-08,98.36,46.47,59.89,16.35,97.77,126.21,41.78,91.86,104.05,29.4,76.53,60.56
2014-09-09,97.99,46.76,59.06,16.14,97.39,125.18,41.94,91.42,103.8,29.23,76.74,60.88
2014-09-10,101.0,46.84,59.22,16.36,96.81,124.28,42.17,91.79,104.99,29.44,76.51,61.95
2014-09-11,101.43,47.0,59.76,16.57,97.03,123.83,41.95,91.65,104.55,29.63,76.1,62.59
2014-09-12,101.66,46.695,60.03,16.79,95.78,122.66,41.46,90.87,104.58,29.43,75.77,62.53
2014-09-15,101.63,46.24,59.94,16.74,96.29,124.24,41.5,91.2,104.72,29.92,75.81,62.21
2014-09-16,100.86,46.76,59.99,16.71,97.43,124.96,41.64,92.57,105.88,30.05,76.32,62.86
2014-09-17,101.58,46.52,60.31,16.77,97.08,124.72,41.61,92.85,106.19,30.35,76.24,62.87
2014-09-18,101.79,46.68,61.32,17.04,96.61,124.14,41.79,93.37,107.35,30.58,76.22,63.93
2014-09-19,100.96,47.52,61.11,16.95,97.12,124.8,42.05,93.79,107.99,30.4,76.84,63.81
2014-09-22,101.06,47.06,60.91,17.03,96.54,123.49,42.22,93.58,107.88,30.18,76.31,63.36
2014-09-23,102.64,46.56,60.94,17.05,96.03,123.06,41.89,92.93,107.46,30.05,75.6,63.08
2014-09-24,101.75,47.08,61.63,17.18,95.82,122.4,42.27,93.5,108.64,30.31,77.08,63.88
2014-09-25,97.87,46.04,60.15,16.85,94.25,120.68,41.78,92.67,107.1,29.98,76.12,62.88
2014-09-26,100.75,46.41,60.56,17.03,95.43,121.47,42.2,93.13,107.1,29.72,76.49,63.15
2014-09-29,100.11,46.44,60.33,17.01,94.43,120.55,42.25,93.15,106.54,29.77,76.08,63.04
2014-09-30,100.75,46.36,60.24,17.05,94.05,119.32,42.66,93.09,106.59,29.57,76.47,62.68
2014-10-01,99.18,45.9,59.77,16.82,92.86,117.65,42.74,92.65,104.3,29.15,76.12,62.07
2014-10-02,99.9,45.76,58.84,16.88,93.3,117.11,42.66,92.58,103.85,29.06,76.23,62.57
2014-10-03,99.62,46.09,60.3,17.29,93.92,117.71,43.0,93.5,105.13,29.22,77.32,63.07
2014-10-06,99.62,46.09,60.18,17.29,94.52,118.09,43.6,93.37,104.86,29.17,77.35,62.28
2014-10-07,98.75,45.53,59.27,16.88,93.37,116.02,43.92,93.1,102.39,28.79,77.3,61.54
2014-10-08,100.8,46.78,60.4,17.12,94.61,117.95,44.55,93.94,104.91,29.38,78.24,62.81
2014-10-09,101.02,45.85,59.08,16.59,91.82,114.51,43.87,93.57,102.08,28.99,77.86,61.6
2014-10-10,100.73,44.03,58.52,16.48,91.6,113.89,44.47,94.65,101.23,29.13,78.29,60.59
2014-10-13,99.81,43.65,58.16,16.4,90.84,112.03,44.07,93.94,99.12,28.47,77.56,60.44
2014-10-14,98.75,43.73,57.99,16.52,90.55,109.78,43.64,93.01,97.01,28.46,77.98,61.69
2014-10-15,97.54,43.22,55.53,15.76,90.22,109.27,43.23,91.77,98.21,28.19,75.2,59.98
2014-10-16,96.26,42.74,55.08,16.08,90.6,111.06,42.56,90.79,96.78,27.7,73.82,59.44
2014-10-17,97.67,43.63,56.2,16.21,91.21,111.8,42.88,91.51,98.7,27.83,74.1,59.07
2014-10-20,99.76,44.08,56.63,16.26,91.77,111.49,43.29,93.55,99.2,27.93,75.14,60.29
2014-10-21,102.47,44.88,57.93,16.6,93.65,115.09,40.68,93.73,100.36,28.28,76.02,61.64
2014-10-22,102.99,44.38,57.45,16.4,93.13,114.0,40.62,94.46,101.22,28.3,76.03,61.33
2014-10-23,104.83,45.02,58.06,16.6,94.11,116.19,40.86,93.76,102.63,28.6,76.25,62.03
2014-10-24,105.22,46.13,58.74,16.72,94.49,115.91,41.03,94.6,103.13,29.11,76.38,61.57
2014-10-27,105.11,45.91,58.64,16.59,93.71,115.02,40.76,94.62,104.07,29.03,76.59,61.56
2014-10-28,106.74,46.49,59.63,16.8,95.1,117.13,40.56,95.26,104.79,29.09,76.35,60.65
2014-10-29,107.34,46.62,59.29,16.99,94.59,117.14,42.31,94.69,105.56,30.04,76.39,60.89
2014-10-30,106.98,46.05,59.39,17.03,94.45,117.2,41.4,97.16,107.04,29.84,76.45,61.78
2014-10-31,108.0,46.95,60.48,17.16,96.71,119.95,41.88,96.17,107.78,29.95,76.27,61.82
2014-11-03,109.4,47.44,60.88,17.27,95.26,116.78,41.81,95.83,107.46,30.19,76.28,61.59
2014-11-04,108.6,47.57,60.25,17.21,94.52,115.37,41.82,96.73,108.62,30.28,77.26,61.37
2014-11-05,108.86,47.86,61.15,17.34,95.07,117.05,42.31,96.89,108.82,30.04,77.7,61.12
2014-11-06,108.7,48.7,61.23,17.36,96.26,118.53,42.29,96.81,109.01,30.04,77.81,61.89
2014-11-07,109.01,48.68,61.47,17.36,96.59,118.8,42.32,96.8,108.2,29.92,78.77,64.17
2014-11-10,108.83,48.89,61.93,17.37,96.28,117.92,42.39,96.97,108.82,30.2,79.44,65.52
2014-11-11,109.7,48.87,61.37,17.32,96.41,118.44,42.51,96.7,108.91,30.32,79.01,65.72
2014-11-12,111.25,48.78,60.56,17.29,95.38,117.65,42.71,97.16,108.75,30.42,79.2,66.72
2014-11-13,112.82,49.61,60.23,17.22,94.66,116.45,42.79,98.54,109.07,30.42,82.94,67.5
2014-11-14,114.18,49.58,60.28,17.14,95.09,116.32,42.73,97.72,108.16,30.34,82.96,68.13
2014-11-17,113.99,49.46,60.38,17.09,95.11,115.75,42.92,98.42,108.3,30.32,83.57,67.13
2014-11-18,115.47,48.74,60.53,17.14,94.87,115.47,43.53,97.94,108.83,30.59,83.79,67.51
2014-11-19,114.67,48.22,60.6,17.06,95.61,116.47,44.22,98.41,108.76,30.44,84.99,72.5
2014-11-20,116.31,48.7,60.12,17.0,95.82,117.31,44.25,98.06,108.18,30.44,84.58,71.19
2014-11-21,116.47,47.98,60.45,17.12,96.81,118.58,44.5,98.89,107.86,30.45,84.65,71.51
2014-11-24,118.625,47.59,60.96,17.18,95.72,117.59,44.27,98.68,106.88,30.22,85.4,71.57
2014-11-25,117.6,47.47,60.3,17.1,94.78,116.15,44.43,98.93,106.7,30.47,84.95,72.1
2014-11-26,119.0,47.75,60.34,17.11,94.48,115.11,44.29,99.35,107.21,31.1,84.98,72.16
2014-11-28,118.93,47.81,60.0,17.04,90.54,108.87,44.83,100.1,108.25,31.15,87.54,74.0
2014-12-01,115.07,48.62,60.0,16.79,92.35,111.73,44.55,99.67,108.03,31.26,86.22,72.75
2014-12-02,114.63,48.46,61.08,17.15,94.19,114.02,44.54,100.39,108.51,31.57,86.4,73.07
2014-12-03,115.93,48.08,61.54,17.29,94.95,113.71,43.8,98.32,107.72,31.75,84.94,73.33
2014-12-04,115.49,48.84,61.38,17.21,94.37,112.28,43.5,97.75,107.56,31.67,84.76,73.28
2014-12-05,115.0,48.42,62.7,17.68,93.82,110.87,43.53,97.76,108.51,31.99,84.12,73.66
2014-12-08,112.4,47.695,62.67,17.66,91.7,106.8,43.14,97.78,108.52,31.97,84.23,73.78
2014-12-09,114.12,47.59,62.45,17.56,91.38,107.01,42.04,97.13,108.05,31.95,83.56,73.6
2014-12-10,111.95,46.9,60.68,17.38,88.67,104.86,41.6,96.18,106.24,31.86,82.98,72.91
2014-12-11,111.62,47.17,61.14,17.47,89.2,104.91,41.53,96.29,106.72,31.65,83.83,73.53
2014-12-12,109.73,46.95,60.04,17.13,86.6,102.38,40.91,94.74,104.43,30.95,83.81,72.4
2014-12-15,108.225,46.67,59.16,16.85,86.9,100.86,40.57,94.14,103.96,30.86,83.94,73.2
2014-12-16,106.745,45.16,58.43,16.72,86.41,101.7,40.39,92.59,102.76,30.67,82.96,72.28
2014-12-17,109.41,45.74,59.77,17.26,89.02,106.02,41.55,93.72,104.07,31.12,84.23,73.57
2014-12-18,112.65,47.52,61.48,17.53,91.16,109.03,42.39,95.36,106.81,31.97,85.94,74.64
2014-12-19,111.78,47.66,61.93,17.62,93.64,112.93,41.95,95.44,105.55,31.94,85.16,73.95
2014-12-22,112.94,47.98,61.94,17.71,93.33,112.03,42.35,96.62,106.74,32.09,86.38,74.5
2014-12-23,112.54,48.45,62.48,17.93,94.59,113.95,42.97,97.36,104.28,31.45,86.66,74.69
2014-12-24,112.01,48.14,62.48,17.98,93.78,113.47,42.94,97.09,104.59,31.42,86.43,74.65
2014-12-26,113.99,47.88,62.55,17.98,93.21,113.25,42.96,97.05,105.06,31.65,86.91,75.06
2014-12-29,113.91,47.45,62.96,18.11,93.07,113.32,42.86,96.73,105.33,31.39,86.64,75.53
2014-12-30,112.52,47.02,63.15,18.13,93.02,113.11,42.76,95.96,105.36,31.38,86.79,75.71
2014-12-31,110.38,46.45,62.58,17.89,92.45,112.18,42.22,94.56,104.57,31.15,85.88,75.91
2015-01-02,109.33,46.76,62.49,17.9,92.83,112.58,42.14,94.44,104.52,31.33,85.9,75.33
2015-01-05,106.25,46.325,60.55,17.38,90.29,108.08,42.14,93.73,103.79,31.16,85.65,73.98
2015-01-06,106.26,45.65,58.98,16.86,89.81,108.03,42.46,93.02,103.28,31.42,86.31,73.97
2015-01-07,107.75,46.23,59.07,16.94,90.72,107.94,42.99,95.74,105.56,31.85,88.6,76.77
2015-01-08,111.89,47.59,60.39,17.29,92.23,110.41,43.51,97.48,106.39,32.5,90.47,77.13
2015-01-09,112.01,47.19,59.34,16.98,92.1,108.21,43.03,96.82,104.94,32.65,89.35,76.43
2015-01-12,109.25,46.6,58.83,16.68,90.33,105.88,42.64,96.42,104.58,32.77,90.02,76.63
2015-01-13,110.22,46.355,58.84,16.45,90.0,104.2,42.63,96.35,104.76,32.44,89.31,75.95
2015-01-14,109.8,45.955,56.81,16.04,89.74,103.9,42.56,96.67,104.0,32.48,86.61,74.33
2015-01-15,106.82,45.48,54.99,15.2,88.96,102.67,42.38,96.67,102.49,32.4,87.38,75.67
2015-01-16,105.99,46.24,55.93,15.38,91.12,105.12,42.53,97.29,104.04,32.8,86.77,74.94
2015-01-20,108.72,46.39,55.71,15.26,91.09,106.47,43.16,97.51,101.29,33.1,86.69,73.67
2015-01-21,109.55,45.92,55.89,15.41,91.87,108.16,43.36,97.4,101.9,32.64,86.64,73.95
2015-01-22,112.4,47.13,57.59,16.09,92.87,108.92,43.78,98.9,103.76,32.81,88.3,75.77
2015-01-23,112.98,47.18,56.68,15.73,90.89,106.85,43.31,98.53,102.2,32.45,88.51,75.29
2015-01-26,113.1,47.01,56.77,15.85,91.76,108.88,43.0,98.69,102.26,32.8,88.63,75.25
2015-01-27,109.14,42.66,56.2,15.63,90.95,108.26,42.39,96.72,102.09,32.6,87.53,74.76
2015-01-28,115.31,41.19,54.75,15.2,87.95,103.71,41.92,95.72,101.48,31.95,86.82,74.26
2015-01-29,118.9,42.01,55.67,15.43,87.58,103.0,42.1,96.03,102.38,31.83,87.72,75.49
2015-01-30,117.16,40.4,54.38,15.15,87.42,102.53,41.17,93.78,100.14,31.25,84.98,73.61
2015-02-02,118.63,41.28,55.47,15.46,89.58,106.06,41.59,95.33,100.83,31.65,85.71,74.25
2015-02-03,118.65,41.6,56.72,15.89,92.25,109.53,41.63,96.2,102.46,32.02,86.19,75.87
2015-02-04,119.56,41.84,56.38,15.79,91.46,108.35,41.68,96.6,101.36,32.07,86.65,75.61
